Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,To Grade
2012-04-18,21.124595274530602,21.53054342650961,21.032681961679913,21.40799331665039,72249100.0,0.0,0.0,3.0
2012-04-19,21.34671243237168,21.515218422184446,21.017358554222607,21.208843231201172,43035900.0,0.0,0.0,3.0
2012-04-20,21.231819660302122,21.42330433009136,21.116929150611,21.139907836914062,38058500.0,0.0,0.0,3.0
2012-04-23,20.933107300760536,21.116932437057617,20.86417269203509,21.025020599365234,37791200.0,0.0,0.0,3.0
2012-04-24,20.948423893998427,21.139908570431846,20.864170168875837,20.91778564453125,35010600.0,0.0,0.0,3.0
2012-04-25,21.00970959996411,21.377360014776468,20.948434530828717,21.33906364440918,40854600.0,0.0,0.0,3.0
2012-04-26,21.293101281639753,21.67607073966142,21.254804920202602,21.614795684814453,46644900.0,0.0,0.0,3.0
2012-04-27,21.53054424400077,21.852238659823744,21.522884679229673,21.737346649169922,33310200.0,0.0,0.0,3.0
2012-04-30,21.767981786036348,21.859895089193607,21.668410380119013,21.752662658691406,28810500.0,0.0,0.0,3.0
2012-05-01,21.806277474047572,22.250521927026117,21.729684761498998,22.17392921447754,43316200.0,0.0,0.0,3.0
2012-05-02,22.074359180803864,22.419032275111537,21.99776499752299,22.35009765625,40434700.0,0.0,0.0,3.0
2012-05-03,22.57382334946411,22.58153843485259,21.92577089185254,22.03377914428711,41219000.0,0.21,0.0,3.0
2012-05-04,21.848625361246995,21.89491441023627,21.478310026328106,21.524599075317383,34573600.0,0.0,0.0,3.0
2012-05-07,21.47059386998605,21.58631722244546,21.331725258433856,21.416589736938477,37385900.0,0.0,0.0,3.0
2012-05-08,21.20056848410881,21.293148034789223,20.837968309573103,21.115705490112305,53087400.0,0.0,0.0,3.0
2012-05-09,20.891974591291564,21.100277498201756,20.637382640013172,20.976839065551758,40599300.0,0.0,0.0,3.0
2012-05-10,21.09256458789003,21.185142686175727,20.79939717647986,21.01541519165039,36239000.0,0.0,0.0,3.0
2012-05-11,21.03084666041439,21.563175908599618,20.984557608420765,21.31629753112793,34937400.0,0.0,0.0,3.0
2012-05-14,21.100277915171777,21.138851874323855,20.737676224532496,20.845685958862305,39447300.0,0.0,0.0,3.0
2012-05-15,20.868826305384754,21.0231250595603,20.691383768134262,20.737672805786133,35712100.0,0.0,0.0,3.0
2012-05-16,20.76082260451688,20.82254182539588,20.436796327026556,20.44451141357422,44629300.0,0.0,0.0,3.0
2012-05-17,20.421367426642544,20.567951137178998,20.205350875854492,20.205350875854492,31503200.0,0.0,0.0,3.0
2012-05-18,20.243921689288136,20.498513635600936,20.09733800156193,20.112768173217773,43444900.0,0.0,0.0,3.0
2012-05-21,20.105053764339914,20.20534841197773,19.811887850518577,20.174488067626953,41389400.0,0.0,0.0,3.0
2012-05-22,20.26706489899426,20.274779984042652,19.889034560635082,20.081907272338867,46037700.0,0.0,0.0,3.0
2012-05-23,19.649875661293017,19.68073600827536,19.22555619080213,19.626731872558594,61969600.0,0.0,0.0,3.0
2012-05-24,19.72702094847367,19.88903479338182,19.526433149374157,19.788740158081055,37129200.0,0.0,0.0,3.0
2012-05-25,19.84274129505848,19.943035915259053,19.727017978405506,19.858171463012695,19122200.0,0.0,0.0,3.0
2012-05-29,20.089626569178872,20.30564310981371,19.95075795219801,20.12820053100586,35052800.0,0.0,0.0,3.0
2012-05-30,19.981611273006653,20.20534430961788,19.904461899295818,20.159053802490234,33089800.0,0.0,0.0,3.0
2012-05-31,19.88903467615276,20.112766257847564,19.82731546690916,19.93532371520996,42240200.0,0.0,0.0,2.0
2012-06-01,19.595874430674073,19.835036269233758,19.379857855782447,19.395286560058594,40246400.0,0.0,0.0,2.0
2012-06-04,19.503295812587595,19.565015042597263,19.163839311783168,19.318138122558594,39903700.0,0.0,0.0,2.0
2012-06-05,19.318141258187854,19.727030671557454,19.28728090242266,19.619022369384766,29491300.0,0.0,0.0,2.0
2012-06-06,19.680733667369235,20.143628516529464,19.619014452248017,20.112768173217773,33553600.0,0.0,0.0,2.0
2012-06-07,20.344221194458388,20.390510248983755,19.97390434374793,20.012479782104492,29534200.0,0.0,0.0,2.0
2012-06-08,19.966187421304035,20.429082338527966,19.943043631919384,20.375078201293945,26750500.0,0.0,0.0,2.0
2012-06-11,20.483078873129184,20.54479807441745,20.02789921181504,20.051044464111328,28041300.0,0.0,0.0,2.0
2012-06-12,20.15135139117612,20.475377763679425,20.097345769506628,20.45994758605957,29132000.0,0.0,0.0,2.0
2012-06-13,20.413649718800635,20.729962360349095,20.32107162934925,20.475370407104492,30496500.0,0.0,0.0,2.0
2012-06-14,20.506232736649924,20.87654809988681,20.38279428223763,20.814828872680664,38301200.0,0.0,0.0,2.0
2012-06-15,20.8456886346311,21.16971493620835,20.737678886437074,21.092565536499023,51838900.0,0.0,0.0,2.0
2012-06-18,21.05399223816628,21.300869147840967,20.999986626610298,21.154285430908203,30432300.0,0.0,0.0,2.0
2012-06-19,21.285445518982076,21.31630440643016,21.0231383539103,21.223726272583008,30060200.0,0.0,0.0,2.0
2012-06-20,21.200574302564355,21.408877245137088,21.123424901074184,21.324012756347656,28164900.0,0.0,0.0,2.0
2012-06-21,21.223721113970424,21.28544034536809,20.52937939287104,20.60652732849121,47571100.0,0.0,0.0,2.0
2012-06-22,20.737681258477128,20.799400491003748,20.575668824908224,20.783971786499023,100360700.0,0.0,0.0,2.0
2012-06-25,20.521660556034092,20.56023451679734,19.966186103428715,20.097339630126953,41787800.0,0.0,0.0,2.0
2012-06-26,20.182207826397782,20.27478740938238,19.85818149320551,20.066484451293945,34935400.0,0.0,0.0,2.0
2012-06-27,20.143631629945716,20.32107421690712,20.10505619484385,20.22849464416504,23642100.0,0.0,0.0,5.0
2012-06-28,20.05876583245209,20.081911091999586,19.634446374597285,19.9276123046875,40166600.0,0.0,0.0,5.0
2012-06-29,20.274785115644015,20.56023597717285,20.220779506636305,20.56023597717285,35082300.0,0.0,0.0,5.0
2012-07-02,20.452227976941032,20.621955478738432,20.359648403186377,20.575666427612305,21739700.0,0.0,0.0,5.0
2012-07-03,20.614240237584198,20.72224998474121,20.490801787835377,20.72224998474121,12515500.0,0.0,0.0,5.0
2012-07-05,20.683671544551324,20.706816802330046,20.34421659280978,20.483083724975586,20324500.0,0.0,0.0,5.0
2012-07-06,20.398223218048408,20.444512267766086,20.00476261669225,20.182205200195312,32515300.0,0.0,0.0,5.0
2012-07-09,20.09733895524032,20.22077739134028,19.91218130109038,20.189918518066406,27910200.0,0.0,0.0,5.0
2012-07-10,19.943043870576254,20.382793532175608,19.626732658846812,19.719310760498047,47231600.0,0.0,0.0,5.0
2012-07-11,19.72702820170858,19.765603641585386,19.45700600858123,19.588159561157227,34809100.0,0.0,0.0,5.0
2012-07-12,19.410719184779186,19.418434273641907,19.040403748385007,19.086692810058594,53147600.0,0.0,0.0,5.0
2012-07-13,19.132974893395563,19.58815466976001,19.102116020702518,19.480146408081055,35972100.0,0.0,0.0,5.0
2012-07-16,19.464722656621937,19.52644189386895,19.287280033474616,19.3875732421875,36984500.0,0.0,0.0,5.0
2012-07-17,19.541870367833642,19.796462383225766,19.171554976627377,19.5804443359375,63631500.0,0.0,0.0,5.0
2012-07-18,19.44157659859345,20.382795224891858,19.32585175466529,20.220781326293945,67503500.0,0.0,0.0,3.0
2012-07-19,20.328793735246105,20.328793735246105,19.91990286304968,20.105060577392578,36555800.0,0.0,0.0,3.0
2012-07-20,19.958477793284406,20.058771000827367,19.673025404657608,19.68845558166504,48844000.0,0.0,0.0,3.0
2012-07-23,19.325847768123143,19.56501102283765,19.132975030032085,19.48786163330078,36378200.0,0.0,0.0,3.0
2012-07-24,19.433859158251238,19.45700294703309,19.125263045307076,19.29499053955078,33637600.0,0.0,0.0,3.0
2012-07-25,19.30271021066204,19.696170899925246,19.287280033474616,19.3875732421875,34407600.0,0.0,0.0,3.0
2012-07-26,19.742453713049912,19.935326452355596,19.549580973744227,19.673019409179688,37808200.0,0.0,0.0,3.0
2012-07-27,19.81188504331343,20.112766000589744,19.649871201432493,20.07419204711914,33344000.0,0.0,0.0,3.0
2012-07-30,20.043342814321935,20.213071835254105,19.811896022236194,19.873615264892578,25878100.0,0.0,0.0,3.0
2012-07-31,19.87360723694644,20.0896252347347,19.82731819152832,19.82731819152832,26616900.0,0.0,0.0,3.0
2012-08-01,19.927613252211767,20.05876678621248,19.804174805093723,20.004762649536133,29207700.0,0.0,0.0,3.0
2012-08-02,19.858178666911275,20.25935435024338,19.81188961775829,19.98933219909668,34309900.0,0.0,0.0,3.0
2012-08-03,20.429051828836872,20.506877085063483,20.218924082343015,20.41348648071289,30692600.0,0.225,0.0,3.0
2012-08-06,20.40569977177299,20.67030469998639,20.390135911119792,20.47574234008789,24613200.0,0.0,0.0,3.0
2012-08-07,20.59247504473051,20.732560151330205,20.5068686341139,20.623605728149414,27077800.0,0.0,0.0,3.0
2012-08-08,20.60803880835291,20.810383781902896,20.467953712480412,20.70142936706543,27034400.0,0.0,0.0,3.0
2012-08-09,20.732556987977922,20.927119276481896,20.6780797846996,20.779253005981445,26465300.0,0.0,0.0,3.0
2012-08-10,20.779254614640372,20.934903566857884,20.646952188839567,20.91933822631836,24930300.0,0.0,0.0,3.0
2012-08-13,20.825955878044418,20.880433103134738,20.553568268199776,20.7714786529541,23619700.0,0.0,0.0,3.0
2012-08-14,20.857081309724993,20.864863981099695,20.530216533951428,20.608041763305664,27470400.0,0.0,0.0,3.0
2012-08-15,20.413483718365026,20.600263417397926,20.38235451072276,20.44461441040039,26081000.0,0.0,0.0,3.0
2012-08-16,20.57690839907821,20.740340011703108,20.499083185469576,20.693645477294922,25699700.0,0.0,0.0,3.0
2012-08-17,20.678078280789407,20.724772811004392,20.397908130714786,20.49129867553711,30376900.0,0.0,0.0,3.0
2012-08-20,20.4057038066509,20.4913117369395,20.312314686693608,20.41348648071289,25600800.0,0.0,0.0,3.0
2012-08-21,20.49129980197445,20.4990824715035,20.22669497555655,20.320085525512695,31661300.0,0.0,0.0,3.0
2012-08-22,20.148874708927803,20.242265281800766,19.96987771901349,20.024354934692383,33619400.0,0.0,0.0,3.0
2012-08-23,19.907615730545388,19.9153984011627,19.401754015561185,19.487361907958984,51397600.0,0.0,0.0,3.0
2012-08-24,19.495146762133874,19.51071210629707,19.22276066124255,19.386192321777344,45187500.0,0.0,0.0,3.0
2012-08-27,19.347278065026156,19.40953794962477,19.261670167055787,19.33171272277832,34424700.0,0.0,0.0,4.0
2012-08-28,19.292798542708624,19.464012833766756,19.20719065498328,19.45623016357422,33119500.0,0.0,0.0,4.0
2012-08-29,19.401758327401854,19.425104860049675,19.09824152783638,19.199413299560547,60462600.0,0.0,0.0,4.0
2012-08-30,19.121585313801063,19.17606252801134,18.794720544146656,18.888111114501953,37182200.0,0.0,0.0,4.0
2012-08-31,19.067108521684972,19.45623318539283,19.051543178882387,19.323930740356445,43447800.0,0.0,0.0,4.0
2012-09-04,19.479579086097637,19.502925613375666,18.88810948330794,19.004846572875977,40688000.0,0.0,0.0,4.0
2012-09-05,18.98927948075233,19.28501499707359,18.825847867305708,18.981496810913086,38595800.0,0.0,0.0,3.0
2012-09-06,19.04375787020591,19.534055709838867,19.0359751998824,19.534055709838867,40187600.0,0.0,0.0,5.0
2012-09-07,18.77914970467856,19.222752928524283,18.685760646052753,18.82584571838379,86282100.0,0.0,0.0,3.6666666666666665
2012-09-10,18.639073802733453,19.144935617998275,18.03203873377991,18.102081298828125,80584600.0,0.0,0.0,2.5
2012-09-11,18.133208380555143,18.40559593670448,18.055384636849126,18.164339065551758,54237700.0,0.0,0.0,2.5
2012-09-12,18.2032487455435,18.351116512687074,17.946426562816544,18.04759979248047,44862700.0,0.0,0.0,2.5
2012-09-13,17.907519252429488,18.218818722161974,17.767434119951627,18.179906845092773,52998300.0,0.0,0.0,3.0
2012-09-14,18.24994871909959,18.31999128268176,18.078732903946324,18.18768882751465,47983700.0,0.0,0.0,3.0
2012-09-17,18.125427352695425,18.242164453671233,18.024254109961696,18.1409912109375,36169000.0,0.0,0.0,3.0
2012-09-18,18.140992795531265,18.3044259386873,18.008690340364154,18.18768882751465,41948200.0,0.0,0.0,3.0
2012-09-19,18.288865236300726,18.296647910273155,18.008694910866442,18.016477584838867,39459800.0,0.0,0.0,3.0
2012-09-20,17.9697714590859,18.039813995361328,17.89194625384739,18.039813995361328,33083000.0,0.0,0.0,3.0
2012-09-21,18.070952377194942,18.109865741800593,17.90752069903045,18.00090980529785,56246600.0,0.0,0.0,3.0
2012-09-24,17.84525664456317,17.86082198678085,17.526174551064493,17.744083404541016,48846500.0,0.0,0.0,3.0
2012-09-25,17.86082446255732,17.876388322539647,17.518394308266206,17.5417423248291,49535100.0,0.0,0.0,3.0
2012-09-26,17.565089956510263,17.705175095870587,17.4950473868301,17.627349853515625,49734700.0,0.0,0.0,3.0
2012-09-27,17.712955828347987,18.008689935631818,17.627347922695332,17.969778060913086,43872200.0,0.0,0.0,3.0
2012-09-28,17.946425485727012,17.946425485727012,17.580648909369465,17.6351261138916,47920800.0,0.0,0.0,3.0
2012-10-01,17.705170896675927,18.032035649528726,17.650693685265907,17.712953567504883,55261300.0,0.0,0.0,3.0
2012-10-02,17.814125110873555,17.899733004596843,17.635128137081825,17.77521324157715,36381100.0,0.0,0.0,3.0
2012-10-03,17.79077883567371,17.876385246219908,17.50282595185645,17.54952049255371,49772700.0,0.0,0.0,3.0
2012-10-04,17.572864881068256,17.60399555804151,17.331608072095037,17.48725700378418,52980100.0,0.0,0.0,3.0
