Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,To Grade,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Revenue,Earnings
2018-02-21,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-04-19,,,,,,,,4.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-04-20,,,,,,,,4.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-04-27,,,,,,,,4.333333333333333,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-05-07,,,,,,,,4.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-06-04,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-06-14,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-07-13,,,,,,,,4.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-07-16,,,,,,,,4.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-07-27,,,,,,,,4.222222222222222,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-08-29,,,,,,,,4.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-09-05,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-09-10,,,,,,,,4.5,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-09-25,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-09-27,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-10-23,,,,,,,,5.0,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-10-26,,,,,,,,4.666666666666667,3371000000.0,21389000000.0,103601000000.0,27709000000.0,8565000000.0,131310000000.0,5000000.0,1329000000.0,8636000000.0,7792000000.0,13350000000.0,-2321000000.0,5085000000.0,20522000000.0,57883000000.0,100000000.0,-484000000.0,48866000000.0,60197000000.0,441000000.0,10988000000.0,10464000000.0,11835000000.0,24743000000.0,16047000000.0,34616000000.0,177866000000.0,3033000000.0
2018-12-31,,,,,,,,4.666666666666667,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-01-23,,,,,,,,5.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-02-01,,,,,,,,4.666666666666667,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-03-15,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-03-20,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-04-08,,,,,,,,5.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-04-26,,,,,,,,4.444444444444445,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-07-15,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-07-22,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-07-24,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-07-26,,,,,,,,4.2,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-09-03,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-09-23,,,,,,,,4.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-10-21,,,,,,,,5.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-10-25,,,,,,,,4.181818181818182,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-11-26,,,,,,,,3.0,4110000000.0,26791000000.0,119099000000.0,43549000000.0,9959000000.0,162648000000.0,5000000.0,418000000.0,19625000000.0,17563000000.0,14548000000.0,-2872000000.0,6370000000.0,31750000000.0,68391000000.0,1371000000.0,-1035000000.0,61797000000.0,75101000000.0,722000000.0,24891000000.0,9500000000.0,16259000000.0,23495000000.0,17174000000.0,38192000000.0,232887000000.0,10073000000.0
2019-12-31,,,,,,,,3.0,4049000000.0,33658000000.0,163188000000.0,62060000000.0,12202000000.0,225248000000.0,5000000.0,276000000.0,31220000000.0,12171000000.0,14754000000.0,-2823000000.0,10096000000.0,36092000000.0,87812000000.0,1305000000.0,-986000000.0,97846000000.0,96334000000.0,2169000000.0,43257000000.0,18929000000.0,20540000000.0,23414000000.0,20497000000.0,47183000000.0,280522000000.0,11588000000.0
2020-01-10,,,,,,,,3.0,4049000000.0,33658000000.0,163188000000.0,62060000000.0,12202000000.0,225248000000.0,5000000.0,276000000.0,31220000000.0,12171000000.0,14754000000.0,-2823000000.0,10096000000.0,36092000000.0,87812000000.0,1305000000.0,-986000000.0,97846000000.0,96334000000.0,2169000000.0,43257000000.0,18929000000.0,20540000000.0,23414000000.0,20497000000.0,47183000000.0,280522000000.0,11588000000.0
2020-01-16,,,,,,,,4.0,4049000000.0,33658000000.0,163188000000.0,62060000000.0,12202000000.0,225248000000.0,5000000.0,276000000.0,31220000000.0,12171000000.0,14754000000.0,-2823000000.0,10096000000.0,36092000000.0,87812000000.0,1305000000.0,-986000000.0,97846000000.0,96334000000.0,2169000000.0,43257000000.0,18929000000.0,20540000000.0,23414000000.0,20497000000.0,47183000000.0,280522000000.0,11588000000.0
2020-01-17,,,,,,,,5.0,4049000000.0,33658000000.0,163188000000.0,62060000000.0,12202000000.0,225248000000.0,5000000.0,276000000.0,31220000000.0,12171000000.0,14754000000.0,-2823000000.0,10096000000.0,36092000000.0,87812000000.0,1305000000.0,-986000000.0,97846000000.0,96334000000.0,2169000000.0,43257000000.0,18929000000.0,20540000000.0,23414000000.0,20497000000.0,47183000000.0,280522000000.0,11588000000.0
