Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-02-16,0.0,0.05929750267350349,0.05478601818371252,0.05736400932073593,940636800,0.0,0.0
1990-02-20,0.0,0.05929746851325035,0.05543048403541858,0.05929746851325035,151862400,0.0,0.0
1990-02-21,0.0,0.05865298584262569,0.056074995542763524,0.05800848826766014,70531200,0.0,0.0
1990-02-22,0.0,0.06058647471778575,0.058652982115745544,0.058652982115745544,45216000,0.0,0.0
1990-02-23,0.0,0.059297474867591835,0.058008479903518685,0.0583307258784771,44697600,0.0,0.0
1990-02-26,0.0,0.05929746784247298,0.056719478219747536,0.05671947821974754,26928000,0.0,0.0
1990-02-27,0.0,0.05897523186404819,0.056719493117729065,0.05800848826766014,25574400,0.0,0.0
1990-02-28,0.0,0.06123098755381311,0.058008499078425695,0.05994199216365814,67968000,0.0,0.0
1990-03-01,0.0,0.06058646333919428,0.05929746851325035,0.05929746851325035,28425600,0.0,0.0
1990-03-02,0.0,0.060586489858735625,0.05929749446858066,0.05994199216365814,8438400,0.0,0.0
1990-03-05,0.0,0.06058646333919428,0.05929746851325035,0.05929746851325035,2419200,0.0,0.0
1990-03-06,0.0,0.06058646333919428,0.05865297110027839,0.05929746851325035,23904000,0.0,0.0
1990-03-07,0.0,0.05929748341759123,0.05736399069269461,0.05800848826766014,18172800,0.0,0.0
1990-03-08,0.0,0.058653004889247636,0.05736400932073593,0.05736400932073593,33523200,0.0,0.0
1990-03-09,0.0,0.05800850710499179,0.05736400932073593,0.05736400932073593,11145600,0.0,0.0
1990-03-12,0.0,0.05929747964975895,0.05736398704771874,0.058652982115745544,20304000,0.0,0.0
1990-03-13,0.0,0.06187545849277095,0.05865297141084795,0.060586463660001755,53020800,0.0,0.0
1990-03-14,0.0,0.06767670072493208,0.06058648530741391,0.06703220307826996,87350400,0.0,0.0
1990-03-15,0.0,0.0670322112900538,0.06316448363203013,0.06380972266197205,38620800,0.0,0.0
1990-03-16,0.0,0.06509869545698166,0.06380970045435638,0.06509869545698166,19929600,0.0,0.0
1990-03-19,0.0,0.06767670072493208,0.06316447589406243,0.06703220307826996,43027200,0.0,0.0
1990-03-20,0.0,0.06767670553985199,0.06123098731040954,0.061230987310409546,43228800,0.0,0.0
1990-03-21,0.0,0.06316445364606325,0.061230961387098104,0.06187545880675316,19900800,0.0,0.0
1990-03-22,0.0,0.06316446886738447,0.05736399069269461,0.05800848826766014,43776000,0.0,0.0
1990-03-23,0.0,0.06123098755381311,0.058008499078425695,0.05994199216365814,16905600,0.0,0.0
1990-03-26,0.0612309578891647,0.06251995265483856,0.06058646050632777,0.06251995265483856,41702400,0.0,0.0
1990-03-27,0.06187548818079743,0.06380972266197205,0.06123099045518108,0.06380972266197205,15926400,0.0,0.0
1990-03-28,0.06380971149699861,0.06380971149699861,0.06316447257995605,0.06316447257995605,9792000,0.0,0.0
1990-03-29,0.06316447257995605,0.06316447257995605,0.06187547735426265,0.06316447257995605,16272000,0.0,0.0
1990-03-30,0.06187545849277095,0.06187545849277095,0.05929746882723255,0.060586463660001755,28742400,0.0,0.0
1990-04-02,0.05865297110027839,0.059941965926222314,0.05736397627433447,0.05929746851325035,15868800,0.0,0.0
1990-04-03,0.05865299677350318,0.060586489858735625,0.05865299677350318,0.05994199216365814,8352000,0.0,0.0
1990-04-04,0.05994199216365814,0.060586489858735625,0.05994199216365814,0.05994199216365814,14284800,0.0,0.0
1990-04-05,0.06058647758869907,0.06058647758869907,0.05929748245959274,0.0596197284758091,8323200,0.0,0.0
1990-04-06,0.05929747964975895,0.059941977183772345,0.058652982115745544,0.058652982115745544,10771200,0.0,0.0
1990-04-09,0.05929748341759123,0.05929748341759123,0.05800848826766015,0.05800848826766014,6681600,0.0,0.0
1990-04-10,0.05800847303111026,0.05929746784247298,0.05543048340838482,0.05671947821974754,34790400,0.0,0.0
1990-04-11,0.056719478219747536,0.0573639756254289,0.05607498081406618,0.05671947821974754,24796800,0.0,0.0
1990-04-12,0.05736400932073593,0.05736400932073593,0.05607501375222423,0.05736400932073593,13161600,0.0,0.0
1990-04-16,0.05736400932073593,0.05800850710499179,0.05671951153648008,0.05736400932073593,5616000,0.0,0.0
1990-04-17,0.056719493117729065,0.05800848826766015,0.056074995542763524,0.05800848826766014,6566400,0.0,0.0
1990-04-18,0.05800848458173214,0.05929747964975895,0.05736398704771874,0.058652982115745544,24480000,0.0,0.0
1990-04-19,0.05800847368730643,0.05929746851325035,0.05800847368730643,0.05929746851325035,25142400,0.0,0.0
1990-04-20,0.05929750267350349,0.05929750267350349,0.05736400932073593,0.05736400932073593,8755200,0.0,0.0
1990-04-23,0.05736399069269461,0.05865298584262569,0.056719493117729065,0.05800848826766014,5356800,0.0,0.0
1990-04-24,0.05929748994201394,0.05929748994201394,0.058652992296135194,0.05897523835301399,10281600,0.0,0.0
1990-04-25,0.05929746851325035,0.059941965926222314,0.05929746851325035,0.05929746851325035,6768000,0.0,0.0
1990-04-26,0.05929746851325035,0.06058646333919428,0.05929746851325035,0.05929746851325035,10713600,0.0,0.0
1990-04-27,0.05929747964975895,0.059941977183772345,0.058652982115745544,0.058652982115745544,4204800,0.0,0.0
1990-04-30,0.05994199192537855,0.06251998269544053,0.059297494232863054,0.061230987310409546,34329600,0.0,0.0
1990-05-01,0.06251997780701424,0.06251997780701424,0.06123098252276956,0.0621977262198925,28771200,0.0,0.0
1990-05-02,0.061875485002925036,0.06251998269544053,0.06123098731040954,0.061230987310409546,3139200,0.0,0.0
1990-05-03,0.06251997496710936,0.06316447257995605,0.06187547735426265,0.06316447257995605,7228800,0.0,0.0
1990-05-04,0.06251998590641378,0.06380972266197205,0.06251998590641378,0.06380972266197205,5702400,0.0,0.0
1990-05-07,0.06380970775909382,0.06574320048437199,0.06380970775909382,0.06445420533418655,13536000,0.0,0.0
1990-05-08,0.0657431929582943,0.0657431929582943,0.06380970045435638,0.06509869545698166,14486400,0.0,0.0
1990-05-09,0.06509871811320475,0.06509871811320475,0.06316448363203013,0.06380972266197205,9676800,0.0,0.0
1990-05-10,0.06445420910984531,0.06445420910984531,0.06316447257995605,0.06316447257995605,2793600,0.0,0.0
1990-05-11,0.0657432158388211,0.06638771356443744,0.06316448363203013,0.06380972266197205,29923200,0.0,0.0
1990-05-14,0.06509871811320475,0.06509871811320475,0.06380972266197205,0.06380972266197205,15235200,0.0,0.0
1990-05-15,0.06509872657251883,0.06509872657251883,0.0638097309537864,0.06413198262453079,24134400,0.0,0.0
1990-05-16,0.06509871811320475,0.06509871811320475,0.06316448363203013,0.06380972266197205,18720000,0.0,0.0
1990-05-17,0.06445420533418655,0.06445420533418655,0.06380970775909382,0.06445420533418655,6595200,0.0,0.0
1990-05-18,0.06380971149699861,0.06445420910984531,0.06251997496710936,0.06316447257995605,45417600,0.0,0.0
1990-05-21,0.06251997496710936,0.06445420910984531,0.06251997496710936,0.06316447257995605,4032000,0.0,0.0
1990-05-22,0.06316447257995605,0.06380971149699861,0.06316447257995605,0.06316447257995605,22982400,0.0,0.0
1990-05-23,0.06316445003767548,0.06380968872444372,0.06251995265483856,0.06251995265483856,39715200,0.0,0.0
1990-05-24,0.06380972266197205,0.06380972266197205,0.06251998590641378,0.06380972266197205,8121600,0.0,0.0
1990-05-25,0.06187545880675315,0.06316445364606325,0.061230961387098104,0.06187545880675316,4003200,0.0,0.0
1990-05-29,0.061875485002925036,0.06316448038795602,0.06058648961789405,0.061230987310409546,20707200,0.0,0.0
1990-05-30,0.06187545849277095,0.06187545849277095,0.059941966243617154,0.060586463660001755,96278400,0.0,0.0
1990-05-31,0.05994199500394838,0.0644542203875884,0.05994199500394838,0.06380972266197205,102988800,0.0,0.0
1990-06-01,0.06380970775909382,0.06574320048437199,0.06316446887984868,0.06445420533418655,103132800,0.0,0.0
1990-06-04,0.06509870290422823,0.06638769805431366,0.0638097077541428,0.06638769805431366,48499200,0.0,0.0
1990-06-05,0.06574318626802432,0.06961017088238147,0.06574318626802432,0.06896567344665527,56131200,0.0,0.0
1990-06-06,0.06896566578684275,0.06896566578684275,0.06703217369441142,0.06832116842269897,23241600,0.0,0.0
1990-06-07,0.06896568835448451,0.06896568835448451,0.06574320047927094,0.06638769805431366,18144000,0.0,0.0
1990-06-08,0.06703218796091956,0.06703218796091956,0.06445419795566902,0.06509869545698166,6566400,0.0,0.0
1990-06-11,0.06316444801886098,0.06509868140948255,0.06316444801886098,0.06477643549442291,3686400,0.0,0.0
1990-06-12,0.06509869605248796,0.07218816863177965,0.06445419854527963,0.07089917361736298,133401600,0.0,0.0
1990-06-13,0.07218817621624185,0.07218817621624185,0.07154367864131927,0.07154367864131927,52099200,0.0,0.0
1990-06-14,0.07218818366527557,0.07283268130670328,0.07089918838242015,0.07218818366527557,54374400,0.0,0.0
1990-06-15,0.07089917361736298,0.07218816863177965,0.07089917361736298,0.07089917361736298,6537600,0.0,0.0
1990-06-18,0.07218817622105433,0.07218817622105433,0.06832119077126109,0.06961018592119217,11923200,0.0,0.0
1990-06-19,0.0670321811394767,0.06896567344665527,0.0670321811394767,0.06896567344665527,20851200,0.0,0.0
1990-06-20,0.06896568834622663,0.07025468349615771,0.06832119077126109,0.06961018592119217,30124800,0.0,0.0
1990-06-21,0.06896567371690326,0.07025466859340668,0.06832117627865154,0.07025466859340668,9936000,0.0,0.0
1990-06-22,0.07025466859340668,0.07025466859340668,0.06896567371690326,0.07025466859340668,806400,0.0,0.0
1990-06-25,0.07025469957864788,0.07025469957864788,0.06896570413364392,0.06928795576095581,3600000,0.0,0.0
1990-06-26,0.06896566578684275,0.06961016315098653,0.06703217369441142,0.06832116842269897,4665600,0.0,0.0
1990-06-27,0.06896566578684275,0.06896566578684275,0.06703217369441142,0.06832116842269897,3801600,0.0,0.0
1990-06-28,0.0670321808667994,0.06832117573300835,0.06445419113438153,0.06767667829990387,153648000,0.0,0.0
1990-06-29,0.0676766710585552,0.06832116842269897,0.06703217369441142,0.06832116842269897,48268800,0.0,0.0
1990-07-02,0.06832117601092909,0.06961017088238147,0.0670321811394767,0.06896567344665527,38131200,0.0,0.0
1990-07-03,0.06832117601092909,0.06961017088238147,0.06832117601092909,0.06896567344665527,2851200,0.0,0.0
1990-07-05,0.06832119922491912,0.06832119922491912,0.06703220391549544,0.06799895316362381,6508800,0.0,0.0
1990-07-06,0.06703220391549544,0.06799895316362381,0.06703220391549544,0.06799895316362381,2476800,0.0,0.0
1990-07-09,0.06799892978251576,0.06832117573300835,0.0670321808667994,0.06767667829990387,14630400,0.0,0.0
1990-07-10,0.06896568834622663,0.06961018592119217,0.06767669319629555,0.06961018592119217,41529600,0.0,0.0
1990-07-11,0.06961017860294631,0.07154367112457131,0.06896568109573797,0.07089917361736298,32515200,0.0,0.0
1990-07-12,0.071543678635347,0.07412166893482208,0.07089918106047821,0.07412166893482208,16617600,0.0,0.0
1990-07-13,0.072832656408588,0.0779893770813942,0.072832656408588,0.0779893770813942,46627200,0.0,0.0
1990-07-16,0.07734488677258572,0.07798938425295472,0.07476615554706618,0.07605589181184769,79977600,0.0,0.0
1990-07-17,0.07541141317664284,0.07605591081807055,0.07025469074099246,0.07218818366527557,42019200,0.0,0.0
1990-07-18,0.07025469061085755,0.07412167645226085,0.07025469061085755,0.07347717881202698,23529600,0.0,0.0
1990-07-19,0.07283268130670328,0.07412167658955869,0.07218818366527557,0.07218818366527557,25804800,0.0,0.0
1990-07-20,0.07283268130670328,0.07283268130670328,0.07154368602384786,0.07218818366527557,60192000,0.0,0.0
1990-07-23,0.07218816033163515,0.07218816033163515,0.06767667829990387,0.06767667829990387,35913600,0.0,0.0
1990-07-24,0.0683212067412865,0.0683212067412865,0.06123099045518108,0.06380972266197205,51264000,0.0,0.0
1990-07-25,0.0625199713014903,0.06638769805599702,0.0625199713014903,0.06574320048093796,43718400,0.0,0.0
1990-07-26,0.06574320778494569,0.06767670072493208,0.06574320778494569,0.06703220307826996,17740800,0.0,0.0
1990-07-27,0.06767669320439908,0.06767669320439908,0.06638769805431366,0.06638769805431366,8841600,0.0,0.0
1990-07-30,0.06638770543160782,0.06703220307826996,0.06509871013828357,0.06703220307826996,17856000,0.0,0.0
1990-07-31,0.06703219563105607,0.06703219563105607,0.06574320048093796,0.06574320048093796,9331200,0.0,0.0
1990-08-01,0.06574320048093796,0.06574320048093796,0.06445420533081984,0.06574320048093796,8409600,0.0,0.0
1990-08-02,0.06509870290927927,0.06509870290927927,0.06251997130475596,0.06445420533418655,6163200,0.0,0.0
1990-08-03,0.06380968872444372,0.06380968872444372,0.05929746574065392,0.06251995265483856,54460800,0.0,0.0
1990-08-06,0.0625199562264082,0.06316445364606325,0.0586529717084779,0.06187545880675316,62150400,0.0,0.0
1990-08-07,0.06316447163564401,0.06445420814625165,0.06187547642922115,0.0628422200679779,36115200,0.0,0.0
1990-08-08,0.06316445364606325,0.06380969236969196,0.06187545880675315,0.06187545880675316,21916800,0.0,0.0
1990-08-09,0.06251996414766355,0.0657431929582943,0.06187546664635091,0.06509869545698166,50803200,0.0,0.0
1990-08-10,0.064454189789347,0.06574318462865711,0.061230961387098104,0.06187545880675316,35193600,0.0,0.0
1990-08-13,0.06058647390066965,0.06123097142599086,0.05929747885002723,0.0609087198972702,12931200,0.0,0.0
1990-08-14,0.05994199216365814,0.06123098755381311,0.05994199216365814,0.05994199216365814,21945600,0.0,0.0
1990-08-15,0.06123098731040954,0.06123098731040954,0.05994199192537855,0.061230987310409546,35856000,0.0,0.0
1990-08-16,0.0602642382451361,0.06123098755381311,0.05994199216365814,0.05994199216365814,21744000,0.0,0.0
1990-08-17,0.060586492729564734,0.06380972266197205,0.05929749727833203,0.06380972266197205,88185600,0.0,0.0
1990-08-20,0.06380972266197205,0.0657432158388211,0.06316448363203013,0.06380972266197205,45417600,0.0,0.0
1990-08-21,0.06251995590915554,0.06316445332554015,0.059941966243617154,0.060586463660001755,36720000,0.0,0.0
1990-08-22,0.06251995265483856,0.06316445003767548,0.06187545527200163,0.06251995265483856,26409600,0.0,0.0
1990-08-23,0.05929748341759123,0.06058647856752231,0.056719493117729065,0.05800848826766014,56678400,0.0,0.0
1990-08-24,0.059297494232863054,0.061875485002925036,0.05865299654034756,0.061230987310409546,59011200,0.0,0.0
1990-08-27,0.06316446164897618,0.0657431929582943,0.06316446164897618,0.06509869545698166,36720000,0.0,0.0
1990-08-28,0.06445420533418655,0.06509870290927927,0.06380970775909382,0.06445420533418655,19843200,0.0,0.0
1990-08-29,0.06380972266197205,0.0644542203875884,0.06187548818079743,0.06380972266197205,49737600,0.0,0.0
1990-08-30,0.06380972266197205,0.06477647201645749,0.06251998590641378,0.06380972266197205,45590400,0.0,0.0
1990-08-31,0.06380972266197205,0.06509871811320475,0.06380972266197205,0.06380972266197205,12182400,0.0,0.0
1990-09-04,0.06380972266197205,0.06509871811320475,0.06316448363203013,0.06380972266197205,26236800,0.0,0.0
1990-09-05,0.06509870290927927,0.06509870290927927,0.06380970775909382,0.06445420533418655,36720000,0.0,0.0
1990-09-06,0.06380968872444372,0.06445418610728064,0.06187545527200163,0.06251995265483856,37209600,0.0,0.0
1990-09-07,0.06316446887984868,0.06445420533418655,0.06251997130475596,0.06445420533418655,16300800,0.0,0.0
1990-09-10,0.0644542203875884,0.06509871811320475,0.06316448363203013,0.06380972266197205,40204800,0.0,0.0
1990-09-11,0.06380972266197205,0.06509871811320475,0.06380972266197205,0.06380972266197205,11894400,0.0,0.0
1990-09-12,0.06380970775909382,0.06445420533418655,0.06380970775909382,0.06445420533418655,13305600,0.0,0.0
1990-09-13,0.06509871811320475,0.06509871811320475,0.06380972266197205,0.06380972266197205,20966400,0.0,0.0
1990-09-14,0.06380972266197205,0.06509871811320475,0.06380972266197205,0.06380972266197205,16819200,0.0,0.0
1990-09-17,0.06445421249162143,0.06703220307826996,0.06380971484495931,0.06703220307826996,89712000,0.0,0.0
1990-09-18,0.0670321811394767,0.06961017088238147,0.06574318626802432,0.06896567344665527,33667200,0.0,0.0
1990-09-19,0.06961018593129228,0.06961018593129228,0.06509870290587891,0.06574320048093796,74073600,0.0,0.0
1990-09-20,0.06509870290587891,0.06670994960958682,0.06509870290587891,0.06574320048093796,75571200,0.0,0.0
1990-09-21,0.0657432158388211,0.0657432158388211,0.06316448363203013,0.06380972266197205,60969600,0.0,0.0
1990-09-24,0.06251995265483856,0.06316445003767548,0.0612309578891647,0.06251995265483856,96278400,0.0,0.0
1990-09-25,0.06123097974141595,0.06380971149699861,0.06123097974141595,0.06316447257995605,115718400,0.0,0.0
1990-09-26,0.06380971938475902,0.06380971938475902,0.06123098731040954,0.061230987310409546,64512000,0.0,0.0
1990-09-27,0.061875464795738126,0.0625199622777747,0.05736398242148211,0.0583307258784771,74073600,0.0,0.0
1990-09-28,0.05736399069269461,0.05800848826766015,0.056074995542763524,0.05800848826766014,155030400,0.0,0.0
1990-10-01,0.05800847097498006,0.06316445003767548,0.05800847097498006,0.06251995265483856,89596800,0.0,0.0
1990-10-02,0.064454189789347,0.06509868720900205,0.061230961387098104,0.06187545880675316,48441600,0.0,0.0
1990-10-03,0.06123098755381311,0.06251998294396807,0.05994199216365814,0.05994199216365814,61459200,0.0,0.0
1990-10-04,0.059941966547788,0.06187545880675315,0.059941966547788,0.06187545880675316,23385600,0.0,0.0
1990-10-05,0.05929746882723255,0.06251995590915554,0.05929746882723255,0.060586463660001755,43401600,0.0,0.0
1990-10-08,0.06316447169687746,0.06316447169687746,0.061230978885368784,0.0615532249212265,10598400,0.0,0.0
1990-10-09,0.06123099602627105,0.0618754938105269,0.05607501375222423,0.05736400932073593,115027200,0.0,0.0
1990-10-10,0.05414150664704046,0.054786004267588284,0.05091827724009665,0.052852511405944824,113241600,0.0,0.0
1990-10-11,0.052208013785397,0.05414150664704046,0.051562774860644464,0.052852511405944824,70041600,0.0,0.0
1990-10-12,0.05478600767680652,0.05768624991580816,0.053497012355499404,0.05607500299811363,41241600,0.0,0.0
1990-10-15,0.05800849702351864,0.05929749236801192,0.055430506334532066,0.05575275793671608,59270400,0.0,0.0
1990-10-16,0.05736397627433447,0.06123096075216624,0.05736397627433447,0.05929746851325035,61632000,0.0,0.0
1990-10-17,0.06058646050632777,0.06445418610728064,0.05929746574065392,0.06251995265483856,50515200,0.0,0.0
1990-10-18,0.06380968687369255,0.06832116842269897,0.06316444820563898,0.06832116842269897,121305600,0.0,0.0
1990-10-19,0.07283267378508454,0.07508841253106498,0.07218817621021577,0.07412166893482208,241171200,0.0,0.0
1990-10-22,0.07476617742580202,0.07670041173696518,0.07412167975683444,0.07670041173696518,127843200,0.0,0.0
1990-10-23,0.07670042703696883,0.07927841822709021,0.07541143144190815,0.07831167429685593,102326400,0.0,0.0
1990-10-24,0.0767003899120153,0.08121187231105466,0.0754113949408612,0.0805673748254776,66297600,0.0,0.0
1990-10-25,0.08121187231105466,0.08250086728220875,0.07992287733990056,0.0805673748254776,83088000,0.0,0.0
1990-10-26,0.07992288044674013,0.07992288044674013,0.07476615905761719,0.07476615905761719,94003200,0.0,0.0
1990-10-29,0.0747661742309864,0.07541141317664284,0.07154368602384786,0.07218818366527557,37785600,0.0,0.0
1990-10-30,0.0721881835315592,0.07476617409249474,0.06832119769015589,0.07347717881202698,90633600,0.0,0.0
1990-10-31,0.07541139433147868,0.07798938425295472,0.07476615554706618,0.07605589181184769,81244800,0.0,0.0
1990-11-01,0.07476615554706618,0.07605589181184769,0.07412165806669718,0.07605589181184769,35971200,0.0,0.0
1990-11-02,0.07605588481808262,0.0779893770813942,0.07541138739697877,0.0779893770813942,27648000,0.0,0.0
1990-11-05,0.07798938488316941,0.08121187231105466,0.0767003899120153,0.0805673748254776,37324800,0.0,0.0
